[MusicInfo]
Title=Dream it
Artist=BEXTER
Offset=55
BPM=175
[MusicInfoEND]
[NotesInfo]
[Easy]
3,1383,0
1,1383,0
1,2069,0
2,2240,0
4,2583,0
4,3440,0
3,3612,0
2,3954,0
1,4812,0
3,4983,0
4,5326,0
4,6183,0
3,6354,0
2,6697,0
1,7554,0
3,7726,0
4,8069,0
3,8926,0
2,9097,0
1,9440,0
1,10297,0
2,10469,0
4,10812,0
3,11669,0
1,11840,0
3,12183,0
2,12869,0
2,13040,0
4,13383,0
3,13726,0
3,14069,0
3,14240,0
2,14583,0
2,15097,0
2,15440,0
2,15612,0
1,15954,0
4,16297,0
1,16469,0
2,16812,0
4,17154,0
3,17497,0
1,17840,0
2,18354,0
2,18526,0
4,18697,0
3,19212,0
3,19554,0
2,19726,0
1,20069,0
3,20583,0
2,20926,0
2,21097,0
1,21954,0
4,21954,0
3,22297,0
4,22640,0
2,22983,0
3,23326,0
4,23326,0
3,23840,0
3,24012,0
4,24183,0
1,24354,0
4,24697,0
4,25040,0
4,25212,0
3,25554,0
1,26069,0
2,26412,0
2,26583,0
1,26926,0
3,27269,0
4,27440,0
2,27783,0
4,28126,0
2,28469,0
3,28812,0
4,28812,0
2,29326,0
2,29497,0
3,29669,0
4,29840,0
3,30526,0
3,30697,0
2,31212,0
1,31897,0
4,31897,0
1,33783,0
2,33954,0
3,34126,0
4,34297,0
3,35154,0
2,35326,0
3,35497,0
1,35669,0
2,36526,0
1,36697,0
4,36869,0
1,37040,0
3,37897,0
2,38069,0
4,38240,0
3,38412,0
1,39269,0
4,39440,0
1,39783,0
2,39783,0
4,40812,0
2,40812,0
3,41154,0
3,41497,0
2,41669,0
2,42183,0
1,42869,0
1,44069,0
2,44240,0
3,44412,0
4,44583,0
1,44754,0
2,44926,0
3,45097,0
4,45269,0
1,45269,0
3,46126,0
1,46297,0
2,46469,0
1,47497,0
4,47669,0
2,47840,0
3,48012,0
2,48869,0
1,49040,0
3,49212,0
4,49383,0
3,50240,0
4,50412,0
1,50754,0
3,50754,0
4,51783,0
2,51783,0
3,52126,0
3,52469,0
3,52640,0
2,53154,0
1,53840,0
3,54869,0
3,55212,0
4,55383,0
2,55726,0
1,55897,0
3,56240,0
4,56240,0
1,56926,0
2,57097,0
4,57440,0
4,57954,0
3,58297,0
2,58469,0
3,58812,0
1,58983,0
2,58983,0
1,59669,0
2,59840,0
3,60183,0
4,60697,0
3,61040,0
2,61254,0
1,61554,0
3,61726,0
4,61726,0
3,62754,0
4,62926,0
3,63440,0
1,63783,0
3,64126,0
3,64469,0
4,64469,0
3,64640,0
4,65154,0
3,65154,0
1,65326,0
3,65497,0
2,65669,0
4,65840,0
2,66012,0
3,66183,0
4,66354,0
2,66526,0
2,67212,0
1,67212,0
3,67726,0
1,68240,0
3,69269,0
4,69612,0
4,69954,0
3,69954,0
4,70297,0
1,70469,0
1,70812,0
4,70812,0
4,71326,0
3,71669,0
2,72012,0
1,72354,0
2,72697,0
1,72697,0
4,73040,0
2,73212,0
1,74412,0
2,74754,0
3,75097,0
1,75440,0
2,75440,0
4,75783,0
1,75954,0
4,76126,0
1,76297,0
4,76469,0
1,76640,0
4,76812,0
1,76983,0
4,77154,0
1,77326,0
3,77497,0
2,77669,0
4,77840,0
2,78012,0
3,78183,0
2,79040,0
1,79212,0
3,79383,0
3,80412,0
2,80583,0
4,80754,0
2,81783,0
1,81954,0
3,82126,0
2,83154,0
4,83326,0
1,83669,0
2,83669,0
2,84697,0
4,84697,0
3,85040,0
3,85383,0
4,85554,0
1,86069,0
1,86754,0
4,86754,0
4,88640,0
1,88812,0
2,88983,0
1,89154,0
3,90012,0
1,90183,0
2,90354,0
4,90526,0
1,91383,0
4,91554,0
2,91726,0
1,91897,0
2,92754,0
1,92926,0
3,93097,0
4,93269,0
3,94126,0
4,94297,0
1,94640,0
2,94640,0
4,95669,0
3,95669,0
4,96012,0
2,96012,0
3,96354,0
2,96354,0
3,96526,0
1,96526,0
2,97040,0
1,97040,0
1,97726,0
2,97726,0
3,98754,0
4,99097,0
3,99269,0
2,99612,0
1,99783,0
2,100126,0
4,100126,0
4,100812,0
3,100983,0
1,101326,0
1,102183,0
2,102354,0
3,102697,0
4,103554,0
2,103726,0
1,104069,0
1,104926,0
2,105097,0
3,105440,0
4,106297,0
2,106469,0
1,106812,0
2,107669,0
3,107840,0
4,108183,0
2,109040,0
4,109212,0
1,109554,0
2,110412,0
4,110583,0
2,110926,0
1,111783,0
2,111954,0
4,112297,0
4,113154,0
3,113326,0
2,113669,0
1,114526,0
3,114697,0
4,115040,0
4,115897,0
3,116069,0
2,116412,0
1,117269,0
3,117440,0
4,117783,0
3,118640,0
2,118812,0
1,119154,0
1,120012,0
3,120183,0
4,120526,0
2,120697,0
4,120869,0
1,121040,0
4,121212,0
3,121383,0
2,121554,0
1,121726,0
2,121897,0
3,122069,0
4,122069,0
[NotesInfoEND]
[Normal]
4,12,0
4,354,0
4,697,0
4,1040,0
3,1383,0
1,1383,0
1,2069,0
2,2240,0
4,2583,0
4,3440,0
3,3612,0
2,3954,0
1,4126,0
4,4126,0
1,4812,0
3,4983,0
4,5326,0
4,6183,0
3,6354,0
2,6697,0
1,6869,0
3,6869,0
1,7554,0
3,7726,0
4,8069,0
3,8926,0
2,9097,0
1,9440,0
4,9612,0
2,9612,0
3,10297,0
1,10469,0
4,10812,0
3,11669,0
1,11840,0
3,12183,0
1,12354,0
4,12354,0
2,12869,0
2,13040,0
4,13383,0
3,13726,0
3,14069,0
3,14240,0
2,14583,0
1,15097,0
3,15097,0
3,15440,0
3,15612,0
2,15954,0
4,16297,0
2,16469,0
1,16640,0
2,16812,0
4,16983,0
3,17154,0
3,17326,0
2,17497,0
1,17669,0
4,17840,0
2,17840,0
2,18354,0
2,18526,0
4,18697,0
3,19212,0
3,19554,0
2,19726,0
1,20069,0
4,20583,0
2,20583,0
2,20926,0
2,21097,0
1,21954,0
4,21954,0
1,22126,0
3,22297,0
4,22469,0
1,22640,0
4,22640,0
3,22812,0
2,22983,0
1,23154,0
3,23326,0
4,23326,0
3,23840,0
3,24012,0
4,24183,0
1,24354,0
4,24697,0
4,25040,0
4,25212,0
3,25554,0
2,26069,0
1,26069,0
2,26412,0
2,26583,0
1,26926,0
3,27269,0
1,27440,0
4,27440,0
2,27612,0
2,27783,0
3,27954,0
4,28126,0
1,28126,0
3,28297,0
2,28469,0
1,28640,0
3,28812,0
4,28812,0
2,29326,0
2,29497,0
3,29669,0
4,29840,0
3,30183,0
1,30183,0
3,30526,0
3,30697,0
2,31212,0
1,31897,0
4,31897,0
2,32069,0
3,32240,0
2,32412,0
4,32583,0
3,32754,0
2,32926,0
1,33097,0
1,33269,0
2,33440,0
1,33612,0
3,33612,0
1,33783,0
2,33954,0
4,33954,0
3,34126,0
2,34297,0
1,34297,0
4,34297,0
3,35154,0
2,35326,0
3,35497,0
1,35669,0
4,35669,0
4,36012,0
1,36183,0
2,36526,0
1,36697,0
4,36869,0
1,37040,0
3,37040,0
4,37383,0
1,37554,0
3,37897,0
2,38069,0
4,38240,0
1,38412,0
3,38412,0
4,38754,0
1,38926,0
1,39269,0
2,39440,0
1,39783,0
3,39783,0
4,40126,0
1,40297,0
1,40640,0
4,40812,0
2,40812,0
4,41154,0
3,41154,0
4,41497,0
3,41497,0
2,41669,0
4,41669,0
3,42183,0
1,42183,0
1,42526,0
2,42526,0
1,42869,0
1,43212,0
4,43383,0
1,43554,0
4,43726,0
2,43897,0
4,44069,0
1,44240,0
4,44412,0
2,44583,0
4,44754,0
1,44926,0
3,45097,0
1,45269,0
4,45269,0
2,45269,0
4,45612,0
1,45783,0
3,46126,0
1,46297,0
2,46469,0
4,46640,0
1,46640,0
4,46983,0
1,47154,0
1,47497,0
4,47669,0
2,47840,0
1,48012,0
4,48012,0
4,48354,0
1,48526,0
2,48869,0
1,49040,0
3,49212,0
4,49383,0
1,49383,0
4,49726,0
1,49897,0
3,50240,0
4,50412,0
1,50754,0
3,50754,0
4,51097,0
1,51269,0
1,51612,0
4,51783,0
2,51783,0
1,52126,0
4,52126,0
2,52126,0
3,52469,0
4,52469,0
3,52640,0
2,53154,0
1,53497,0
4,53497,0
3,53497,0
1,53840,0
2,54012,0
4,54183,0
1,54354,0
4,54526,0
1,54697,0
3,54869,0
4,54869,0
2,55040,0
4,55212,0
1,55383,0
4,55554,0
2,55726,0
4,55897,0
3,55897,0
1,56069,0
4,56240,0
2,56240,0
3,56240,0
1,56926,0
2,57097,0
4,57440,0
4,57954,0
3,58297,0
2,58469,0
3,58812,0
3,58983,0
1,58983,0
4,59326,0
1,59497,0
1,59669,0
2,59840,0
3,60183,0
3,60526,0
4,60697,0
1,60869,0
3,61040,0
2,61254,0
1,61554,0
3,61726,0
4,61726,0
2,61897,0
4,62069,0
1,62240,0
3,62754,0
4,62926,0
2,63269,0
3,63440,0
4,63612,0
1,63783,0
2,63954,0
4,64040,0
3,64126,0
1,64297,0
3,64469,0
4,64469,0
3,64640,0
4,64812,0
1,64983,0
4,65154,0
3,65154,0
1,65326,0
2,65412,0
3,65497,0
4,65583,0
3,65669,0
2,65754,0
4,65840,0
1,65840,0
3,65926,0
2,66012,0
1,66097,0
3,66183,0
4,66269,0
3,66354,0
4,66440,0
2,66526,0
1,66526,0
4,66612,0
3,66697,0
2,66783,0
1,66869,0
2,66954,0
4,67040,0
3,67126,0
2,67212,0
1,67212,0
3,67726,0
1,68240,0
2,69097,0
3,69269,0
4,69612,0
2,69954,0
4,69954,0
3,70126,0
4,70297,0
1,70469,0
1,70812,0
4,70812,0
3,71154,0
4,71326,0
3,71669,0
2,72012,0
1,72354,0
2,72697,0
1,72697,0
3,72869,0
4,73040,0
2,73212,0
1,74412,0
2,74754,0
3,75097,0
4,75269,0
1,75440,0
2,75440,0
4,75783,0
3,75783,0
